code: USDA_LM_PK602_CUTOUT_PRIMAL
name: Daily USDA pork cutout and primal values
description: "Daily pork cutout and primal values from the USDA LM_PK602
  report published by the USDA Agricultural Marketing Service (AMS).
  Historical figures from USDA can be verified using the LMR datamart located 
  at http://mpr.datamart.ams.usda.gov.
  All pricing is on a per CWT (100 lbs) basis."
reference_url: http://www.ams.usda.gov/mnreports/lm_pk602.txt
frequency: daily
private: false
---
Date,Carcass Value,Loin Value,Butt Value,Picnic Value,Rib Value,Ham Value,Belly Value
05/23/2013,164655,234.58,277.75,254.56
05/22/2013,119998,224.00,254.84,235.27
05/21/2013,220365,235.10,284.49,274.79
05/20/2013,0,0,0,0
05/17/2013,44930,235.94,259.32,236.96
05/16/2013,28980,236.00,240.00,236.39
05/15/2013,52393,172.75,249.00,229.72
05/14/2013,62297,214.00,271.94,257.70
05/13/2013,23152,235.00,270.00,258.98
05/10/2013,82780,231.00,244.00,231.55
05/09/2013,41191,231.50,263.00,232.20
05/08/2013,53131,236.00,264.09,260.30
05/07/2013,272166,203.00,257.30,237.06
05/06/2013,0,0,0,0
05/03/2013,39836,236.00,257.16,256.36
05/02/2013,97604,183.00,257.16,249.28
05/01/2013,81295,225.00,257.16,255.80
04/30/2013,0,0,0,0
04/29/2013,120446,234.58,237.16,235.89
04/26/2013,40939,224.85,228.00,224.90
04/25/2013,42449,226.35,259.32,227.87
04/24/2013,43057,227.55,237.16,236.29
04/23/2013,164761,214.00,238.00,222.95
04/22/2013,9460,230.00,236.00,232.70
04/19/2013,0,0,0,0
04/18/2013,10622,184.31,236.00,196.36
04/17/2013,2810,206.00,219.00,214.79
04/16/2013,4396,237.00,240.00,238.03
04/15/2013,0,0,0,0
04/12/2013,62346,234.58,244.09,240.46
04/11/2013,11075,232.00,237.00,236.72
04/10/2013,0,0,0,0
04/09/2013,2891,212.00,235.51,216.99
04/08/2013,5346,225.00,232.00,230.89
04/05/2013,5505,225.00,232.00,225.79
04/04/2013,40201,50.00,222.10,221.98
04/03/2013,32365,183.00,232.00,218.10
04/02/2013,46230,215.00,237.00,233.39
04/01/2013,19820,220.25,226.00,223.88
03/29/2013,0,0,0,0
03/28/2013,50806,183.00,239.00,234.50
03/27/2013,165641,215.00,237.75,235.66
03/26/2013,22818,215.50,270.00,260.18
03/25/2013,24762,216.00,258.83,226.95
03/22/2013,18185,221.00,243.00,225.86
03/21/2013,0,0,0,0
03/20/2013,0,0,0,0
03/19/2013,120671,213.35,270.00,238.54
03/18/2013,0,0,0,0
03/15/2013,84825,217.20,226.00,218.62
03/14/2013,11511,215.20,226.00,220.86
03/13/2013,81269,216.10,226.00,216.83
03/12/2013,19154,226.00,231.00,230.58
03/11/2013,24683,215.00,270.00,243.47
03/08/2013,0,0,0,0
03/07/2013,0,0,0,0
03/06/2013,0,0,0,0
03/05/2013,5924,214.70,226.00,218.21
03/04/2013,11193,222.00,239.50,226.13
03/01/2013,162133,208.00,266.25,224.05
02/28/2013,0,0,0,0
02/27/2013,100879,183.00,254.83,231.22
02/26/2013,46742,216.00,233.64,228.74
02/25/2013,0,0,0,0
02/22/2013,76713,222.36,222.94,222.80
02/21/2013,20247,218.00,222.94,222.71
02/20/2013,83861,183.00,248.00,231.47
02/19/2013,45789,209.05,218.50,210.24
02/18/2013,0,0,0,0
02/15/2013,83628,215.85,249.00,238.42
02/14/2013,33992,218.00,233.64,233.29
02/13/2013,44318,212.00,218.00,212.50
02/12/2013,20949,211.00,254.83,219.12
02/11/2013,169278,209.95,217.50,211.85
02/08/2013,134966,207.00,219.35,210.80
02/07/2013,60222,212.00,236.00,219.47
02/06/2013,66207,194.57,263.00,206.48
02/05/2013,11748,188.00,216.00,206.11
02/04/2013,0,0,0,0
02/01/2013,0,0,0,0
01/31/2013,43129,209.95,216.00,210.22
01/30/2013,40819,212.00,216.00,212.12
01/29/2013,213849,212.00,259.21,224.87
01/28/2013,184627,212.00,263.00,230.38
01/25/2013,247737,199.00,235.50,220.67
01/24/2013,151743,204.45,237.90,221.37
01/23/2013,77120,212.00,235.50,223.23
01/22/2013,103152,210.25,259.32,237.02
01/18/2013,241509,210.55,254.83,223.33
01/17/2013,234285,206.10,234.68,224.22
01/16/2013,70198,213.00,248.00,231.54
01/15/2013,8874,210.00,248.00,215.56
01/14/2013,89995,210.25,236.88,232.96
01/11/2013,201690,210.00,244.09,232.28
01/10/2013,219993,189.00,237.90,229.93
01/09/2013,41433,216.00,234.58,234.02
01/08/2013,195616,232.36,236.64,234.94
01/07/2013,98140,196.96,236.00,233.28


code: USDA_LM_PK602_KNUCKLES_RED_COMBO
name: Pork Ham Cuts - Knuckles (RED) Combo
description: "Daily total pounds, low price, high price and weighted average price 
  from the USDA LM_PK602 report published by the USDA Agricultural Marketing Service 
  (AMS). This dataset covers Ham Cuts - Knuckles (RED) Combo.
  Historical figures from USDA can be verified using the LMR datamart located 
  at http://mpr.datamart.ams.usda.gov.
  All pricing is on a per CWT (100 lbs) basis."
reference_url: http://www.ams.usda.gov/mnreports/lm_pk602.txt
frequency: daily
private: false
---
Date,LBS,$ Low,$ High,$ WgtAvg
05/22/2014,0,0,0,0
05/21/2014,70000,148.50,157.10,152.56
05/20/2014,0,0,0,0
05/19/2014,0,0,0,0
05/16/2014,0,0,0,0
05/15/2014,0,0,0,0
05/14/2014,52000,142.55,145.50,143.85
05/13/2014,30000,153.10,157.20,154.74
05/12/2014,0,0,0,0
05/09/2014,0,0,0,0
05/08/2014,42000,140.40,193.63,155.61
05/07/2014,50000,144.00,154.00,148.24
05/06/2014,0,0,0,0
05/05/2014,0,0,0,0
05/02/2014,0,0,0,0
05/01/2014,0,0,0,0
04/30/2014,0,0,0,0
04/29/2014,0,0,0,0
04/28/2014,0,0,0,0
04/25/2014,0,0,0,0
04/24/2014,0,0,0,0
04/23/2014,60000,145.65,156.00,149.06
04/22/2014,0,0,0,0
04/21/2014,0,0,0,0
04/18/2014,0,0,0,0
04/17/2014,0,0,0,0
04/16/2014,48000,148.00,191.63,162.77
04/15/2014,44000,149.20,197.63,165.56
04/14/2014,0,0,0,0
04/11/2014,0,0,0,0
04/10/2014,0,0,0,0
04/09/2014,64000,157.65,165.50,162.17
04/08/2014,24000,157.20,202.63,179.92
04/07/2014,0,0,0,0
04/04/2014,0,0,0,0
04/03/2014,30000,171.90,175.50,173.10
04/02/2014,66000,172.40,178.00,175.35
04/01/2014,30000,171.00,175.50,174.00
03/31/2014,0,0,0,0
03/28/2014,0,0,0,0
03/27/2014,0,0,0,0
03/26/2014,60000,166.65,175.00,170.52
03/25/2014,0,0,0,0
03/24/2014,0,0,0,0
03/21/2014,0,0,0,0
03/20/2014,0,0,0,0
03/19/2014,104000,151.00,193.63,159.36
03/18/2014,0,0,0,0
03/17/2014,0,0,0,0
03/14/2014,0,0,0,0
03/13/2014,0,0,0,0
03/12/2014,48000,141.65,160.00,144.82
03/11/2014,16000,143.55,146.20,145.21
03/10/2014,0,0,0,0
03/07/2014,0,0,0,0
03/06/2014,0,0,0,0
03/05/2014,38000,136.65,156.00,141.08
03/04/2014,50000,131.55,180.88,145.72
03/03/2014,0,0,0,0
02/28/2014,0,0,0,0
02/27/2014,0,0,0,0
02/26/2014,66000,132.40,169.63,142.04
02/25/2014,0,0,0,0
02/24/2014,0,0,0,0
02/21/2014,0,0,0,0
02/20/2014,0,0,0,0
02/19/2014,70000,128.00,169.63,135.92
02/18/2014,32000,125.50,148.00,126.91
02/17/2014,0,0,0,0
02/14/2014,0,0,0,0
02/13/2014,0,0,0,0
02/12/2014,44000,121.80,161.63,123.61
02/11/2014,40000,129.65,148.00,136.63
02/10/2014,0,0,0,0
02/07/2014,28000,134.10,136.00,134.78
02/06/2014,20000,125.50,125.50,125.50
02/05/2014,0,0,0,0
02/04/2014,24000,122.65,146.63,124.65
02/03/2014,0,0,0,0
01/31/2014,0,0,0,0
01/30/2014,0,0,0,0
01/29/2014,84000,125.00,172.63,154.61
01/28/2014,0,0,0,0
01/27/2014,0,0,0,0
01/24/2014,0,0,0,0
01/23/2014,0,0,0,0
01/22/2014,36000,126.65,141.00,132.22
01/21/2014,26000,133.00,167.63,150.60
01/20/2014,0,0,0,0
01/17/2014,0,0,0,0
01/16/2014,50000,118.80,120.40,119.12
01/15/2014,62333,120.65,162.63,133.01
01/14/2014,40000,127.10,166.63,129.08
01/13/2014,0,0,0,0
01/10/2014,22000,130.00,161.63,147.25
01/09/2014,0,0,0,0
01/08/2014,92000,117.00,127.50,124.29
01/07/2014,30000,123.10,169.63,127.80
01/06/2014,0,0,0,0


code: USDA_LM_PK602_2327_TRMD_SELECTED_HAM
name: Pork Ham Cuts - 23-27# Trmd Selected Ham
description: "Daily total pounds, low price, high price and weighted average price 
  from the USDA LM_PK602 report published by the USDA Agricultural Marketing Service 
  (AMS). This dataset covers Ham Cuts - 23-27# Trmd Selected Ham.
  Historical figures from USDA can be verified using the LMR datamart located 
  at http://mpr.datamart.ams.usda.gov.
  All pricing is on a per CWT (100 lbs) basis."
reference_url: http://www.ams.usda.gov/mnreports/lm_pk602.txt
frequency: daily
private: false
---
Date,LBS,$ Low,$ High,$ WgtAvg
05/22/2014,313259,101.00,113.15,104.88
05/21/2014,742766,102.15,123.25,106.89
05/20/2014,952427,101.00,124.25,105.71
05/19/2014,380595,101.65,118.55,108.07
05/16/2014,282815,101.33,121.25,102.92
05/15/2014,764465,101.15,118.00,103.75
05/14/2014,614884,101.00,121.25,103.00
05/13/2014,215729,101.15,117.25,104.68
05/12/2014,436657,101.15,111.00,102.89
05/09/2014,622938,101.00,118.25,103.19
05/08/2014,374408,100.85,110.00,102.31
05/07/2014,1048218,100.00,115.25,105.62
05/06/2014,100033,100.00,116.25,101.85
05/05/2014,1082560,98.88,111.25,102.77
05/02/2014,673815,99.15,114.25,101.93
05/01/2014,880909,97.80,111.25,101.74
04/30/2014,632102,94.72,112.25,99.69
04/29/2014,615481,98.33,105.35,99.80
04/28/2014,667228,98.00,112.01,100.68
04/25/2014,814730,98.00,106.00,99.52
04/24/2014,229610,96.11,108.00,100.94
04/23/2014,502263,98.00,117.25,104.88
04/22/2014,567658,97.00,113.25,97.61
04/21/2014,936371,96.15,112.00,99.56
04/18/2014,441959,96.00,104.56,99.28
04/17/2014,337619,96.00,113.25,96.88
04/16/2014,367742,96.00,118.25,97.47
04/15/2014,658085,94.00,116.25,98.16
04/14/2014,618745,94.00,115.16,97.04
04/11/2014,1150658,94.00,120.25,97.70
04/10/2014,960038,92.72,121.00,97.51
04/09/2014,2207080,94.00,126.25,97.48
04/08/2014,211124,106.15,130.60,111.31
04/07/2014,1456217,98.25,127.00,106.85
04/04/2014,607849,112.40,132.25,116.34
04/03/2014,415737,114.09,130.25,117.83
04/02/2014,436226,111.50,124.65,118.51
04/01/2014,224041,111.01,119.59,114.59
03/31/2014,381562,107.89,120.00,112.50
03/28/2014,214813,107.00,127.25,111.01
03/27/2014,233985,109.00,117.20,110.74
03/26/2014,256380,107.77,115.56,109.53
03/25/2014,342554,106.00,120.63,109.97
03/24/2014,429097,92.89,115.60,107.77
03/21/2014,382166,103.29,117.00,106.56
03/20/2014,716028,102.76,112.65,106.33
03/19/2014,71257,99.34,120.00,102.79
03/18/2014,102876,97.20,128.25,104.67
03/17/2014,223662,90.89,106.85,99.34
03/14/2014,350375,95.72,116.25,99.54
03/13/2014,265060,91.14,108.00,97.70
03/12/2014,389208,89.35,110.25,95.22
03/11/2014,299910,89.35,109.25,92.14
03/10/2014,471018,83.85,106.00,91.77
03/07/2014,622495,88.06,105.25,91.45
03/06/2014,253473,85.84,106.20,88.79
03/05/2014,485426,85.84,108.63,92.55
03/04/2014,701261,85.00,101.25,88.81
03/03/2014,611095,83.94,101.00,87.80
02/28/2014,654302,83.04,97.25,86.31
02/27/2014,1163150,82.50,102.70,84.61
02/26/2014,545282,82.90,96.25,85.32
02/25/2014,713843,84.61,95.25,85.55
02/24/2014,824608,81.90,91.00,85.07
02/21/2014,374870,84.25,94.25,86.14
02/20/2014,703513,80.10,107.00,84.04
02/19/2014,626553,76.22,93.25,85.61
02/18/2014,728689,76.22,102.00,82.88
02/17/2014,1160553,81.00,101.00,83.21
02/14/2014,804486,79.75,88.49,84.83
02/13/2014,965623,79.80,107.00,85.00
02/12/2014,615671,79.00,98.00,82.99
02/11/2014,858938,77.76,106.00,81.43
02/10/2014,489037,77.31,106.00,84.38
02/07/2014,1820069,77.69,99.00,82.79
02/06/2014,588331,78.00,106.00,82.46
02/05/2014,679701,78.00,98.00,81.58
02/04/2014,601522,78.00,98.00,81.54
02/03/2014,768893,76.75,106.00,79.31
01/31/2014,463786,78.00,98.00,81.52
01/30/2014,733862,76.60,106.00,82.72
01/29/2014,229475,74.94,106.00,82.95
01/28/2014,292138,76.60,88.25,78.51
01/27/2014,746784,74.00,102.00,78.20
01/24/2014,518056,73.00,95.00,77.96
01/23/2014,326787,72.82,101.00,76.08
01/22/2014,540996,70.00,95.00,75.07
01/21/2014,269667,69.95,94.00,75.73
01/20/2014,1087575,72.82,96.00,75.15
01/17/2014,261812,72.82,92.00,78.47
01/16/2014,949340,67.65,96.00,74.90
01/15/2014,1173165,67.25,93.00,72.87
01/14/2014,1126273,67.00,91.00,71.30
01/13/2014,1636584,62.32,95.97,70.22
01/10/2014,1120708,66.56,94.00,72.31
01/09/2014,800072,63.00,102.00,72.27
01/08/2014,684201,63.00,98.00,74.42
01/07/2014,461841,63.00,93.00,72.59
01/06/2014,753392,62.72,98.00,71.56
01/03/2014,1502451,62.72,93.00,70.36
01/02/2014,523149,63.00,97.00,76.40
12/31/2013,3300742,62.00,106.00,68.15
12/30/2013,1450858,63.00,97.62,70.31
12/27/2013,973937,62.64,97.00,73.47
12/26/2013,1502594,68.00,105.00,76.26
12/24/2013,901481,70.00,91.00,75.43
12/23/2013,1730823,68.00,96.89,77.44
12/20/2013,475292,75.00,113.00,89.10
12/19/2013,2338644,75.00,113.00,80.30
12/18/2013,560697,80.00,99.25,86.82
12/17/2013,361976,83.00,99.25,88.21
12/16/2013,616645,83.00,101.63,88.88
12/13/2013,304101,87.00,103.00,91.63
12/12/2013,895359,83.00,111.00,87.00
12/11/2013,736334,83.00,104.25,90.58
12/10/2013,862718,83.00,101.00,94.72
12/09/2013,423313,84.00,99.00,88.88
12/06/2013,372231,85.00,99.00,88.19
12/05/2013,1085199,81.00,102.00,86.15
12/04/2013,302882,82.56,101.00,89.15
12/03/2013,941912,78.00,101.00,85.02
12/02/2013,667363,77.27,101.00,84.91
11/29/2013,674590,81.00,103.00,83.76
11/27/2013,503746,75.00,103.00,82.28
11/26/2013,508673,73.72,101.00,80.87
11/25/2013,597115,75.50,101.00,81.04
11/22/2013,558287,77.00,103.00,84.05
11/21/2013,1170170,74.00,105.00,82.35
11/20/2013,898202,75.00,101.00,84.56
11/19/2013,1880692,76.00,105.00,80.74
11/18/2013,1532905,76.72,105.00,84.32
11/15/2013,1099997,77.72,103.00,86.28
11/14/2013,1270403,80.00,107.00,88.94
11/13/2013,1045904,82.00,113.00,88.37
11/12/2013,1089834,80.64,111.00,90.67
11/08/2013,995076,86.22,113.00,93.34
11/07/2013,888490,86.00,115.00,94.75
11/06/2013,542520,91.00,112.00,94.08
11/05/2013,142119,91.64,107.00,95.91
11/04/2013,514353,86.37,107.00,96.45
11/01/2013,442453,91.00,107.00,94.85
10/31/2013,447201,89.50,107.00,94.28
10/30/2013,142453,85.00,107.00,91.81
10/29/2013,441825,86.54,102.63,90.14
10/28/2013,541520,85.50,105.00,90.23
10/25/2013,538806,87.00,99.25,89.24
10/24/2013,728008,84.93,105.00,88.86
10/23/2013,496480,84.93,105.00,91.50
10/22/2013,354898,84.93,103.00,89.64
10/21/2013,460790,84.93,105.00,89.10
10/18/2013,742820,83.04,103.00,87.56
10/17/2013,1619512,83.00,101.00,86.13
09/30/2013,1022069,79.73,97.16,88.19
09/27/2013,1343389,86.00,104.00,87.66
09/26/2013,441431,83.04,101.00,89.43
09/25/2013,624109,82.00,110.00,89.59
09/24/2013,187178,82.33,107.00,88.65
09/23/2013,657163,80.72,92.49,86.14
09/20/2013,476202,85.08,103.00,89.30
09/19/2013,733177,83.00,103.00,85.08
09/18/2013,1165189,82.00,105.00,85.96
09/17/2013,515151,82.00,107.00,84.96
09/16/2013,489155,82.27,97.00,87.49
09/13/2013,899863,83.00,107.00,84.89
09/12/2013,576940,82.27,105.00,88.84
09/11/2013,702770,85.32,106.00,88.67
09/10/2013,644596,82.00,111.00,86.65
09/09/2013,450369,85.50,98.25,86.69
09/06/2013,495447,84.00,96.25,86.98
09/05/2013,551899,83.50,96.00,85.77
09/04/2013,512122,85.50,99.25,86.55
09/03/2013,159626,86.00,101.73,89.30
09/02/2013,0,0,0,0
08/30/2013,430602,83.50,98.25,86.71
08/29/2013,596644,84.50,95.07,87.56
08/28/2013,537830,83.50,102.25,87.75
08/27/2013,221012,88.27,109.00,92.29
08/26/2013,267146,89.75,115.00,92.94
08/23/2013,130418,88.85,108.00,94.65
08/22/2013,811575,83.50,105.00,90.40
08/21/2013,365538,83.50,103.00,91.49
08/20/2013,410586,83.50,109.00,85.76
08/19/2013,245480,84.93,97.38,87.62
08/16/2013,444260,83.45,99.25,86.48
08/15/2013,359676,85.54,101.25,88.74
08/14/2013,955390,83.95,100.00,86.00
08/13/2013,433784,85.54,101.25,87.99
08/12/2013,267988,85.00,98.72,86.68
08/09/2013,211143,85.00,92.00,86.58
08/08/2013,158988,83.00,96.25,85.19
08/07/2013,332925,83.00,96.25,85.53
08/06/2013,72001,83.00,90.00,84.38
08/05/2013,275390,82.00,97.00,85.56
08/02/2013,328393,82.00,92.25,84.54
08/01/2013,515715,80.33,93.38,82.33
07/31/2013,710167,79.00,93.71,82.63
07/30/2013,599696,79.90,95.25,82.03
07/29/2013,433384,82.00,94.90,85.16
07/26/2013,298388,81.00,109.38,83.31
07/25/2013,315889,81.00,94.25,83.44
07/24/2013,720151,80.40,95.25,82.84
07/23/2013,360111,82.00,97.53,86.09
07/22/2013,333894,81.00,94.00,88.08
07/19/2013,137112,81.00,96.25,87.79
07/18/2013,131715,83.00,94.00,86.01
07/17/2013,416561,83.90,102.00,86.65
07/16/2013,383256,83.70,100.00,88.31
07/15/2013,1073445,83.40,99.00,86.72
07/12/2013,10106,92.00,101.00,96.66
07/11/2013,0,0,0,0
07/10/2013,414820,81.00,103.49,88.76
07/09/2013,410065,85.00,105.25,90.11
07/08/2013,295593,85.00,103.38,94.83
07/05/2013,184359,92.00,101.25,94.64
07/04/2013,0,0,0,0
07/03/2013,216121,88.00,99.00,92.66
07/02/2013,382420,88.88,99.00,93.08
07/01/2013,372596,87.00,98.25,90.77
06/28/2013,491592,84.00,95.25,88.55
06/27/2013,223132,84.95,93.00,86.38
06/26/2013,105195,83.00,95.38,85.09
06/25/2013,64012,82.00,90.25,85.02
06/24/2013,209783,80.96,86.00,82.36
06/21/2013,124927,77.00,82.00,80.87
06/20/2013,125550,79.00,84.45,82.58
06/19/2013,184501,78.83,88.25,80.63
06/18/2013,155024,77.25,87.03,80.46
06/17/2013,175468,67.00,85.00,76.36
06/14/2013,68167,74.00,77.00,74.52
06/13/2013,132176,70.95,81.25,72.60
06/12/2013,248445,69.49,88.00,72.48
06/11/2013,203076,68.17,74.00,69.46
06/10/2013,349366,67.00,76.25,69.16
06/07/2013,358523,65.00,74.25,67.84
06/06/2013,168749,60.65,72.16,66.61
06/05/2013,158860,62.00,74.25,65.88
06/04/2013,590972,59.72,75.38,64.09
06/03/2013,878430,58.50,77.00,63.32
05/31/2013,995020,62.50,73.25,65.39
05/30/2013,120966,60.00,80.00,66.69
05/29/2013,755182,60.00,78.83,65.21
05/28/2013,497986,61.70,77.87,65.80
05/24/2013,433080,62.00,76.91,66.92
05/23/2013,322000,62.00,75.00,66.55
05/22/2013,186123,68.48,83.00,71.17
05/21/2013,414252,62.80,76.25,67.90
05/20/2013,232531,65.00,75.00,68.15
05/17/2013,196346,68.15,75.08,70.04
05/16/2013,323818,67.50,76.25,70.60
05/15/2013,891198,64.72,83.38,68.46
05/14/2013,83577,69.00,78.25,69.96
05/13/2013,397016,64.00,76.00,69.60
05/10/2013,581239,66.00,79.25,69.98
05/09/2013,288552,64.00,85.50,71.13
05/08/2013,749823,64.72,85.00,70.17
05/07/2013,447058,69.61,80.38,76.01
05/06/2013,271484,63.35,80.50,69.61
05/03/2013,635960,65.00,84.38,72.46
05/02/2013,336030,69.00,87.38,73.94
05/01/2013,503593,71.00,88.75,74.33
04/30/2013,163677,75.00,85.25,78.24
04/29/2013,272856,75.50,79.00,76.54
04/26/2013,405827,74.00,76.75,74.79
04/25/2013,385790,63.27,82.00,73.16
04/24/2013,773018,63.50,87.00,73.00
04/23/2013,856862,71.79,79.25,72.75
04/22/2013,869603,69.83,73.40,71.29
04/19/2013,271534,69.56,79.25,71.40
04/18/2013,244563,66.00,77.38,70.71
04/17/2013,387461,64.00,76.25,69.58
04/16/2013,429907,65.00,75.25,67.92
04/15/2013,781688,64.11,70.09,66.98
04/12/2013,681576,64.36,75.38,65.85
04/11/2013,992079,61.00,75.00,65.09
04/10/2013,608579,60.62,72.38,64.11
04/09/2013,796479,62.00,71.25,63.44
04/08/2013,959371,59.00,64.87,62.80
04/05/2013,436494,58.50,69.25,62.07
04/04/2013,333909,58.50,64.81,61.27
04/03/2013,255674,58.50,65.00,60.99
04/02/2013,655936,58.50,64.63,61.60
04/01/2013,275988,56.00,66.25,60.63
03/29/2013,165370,57.35,64.02,60.86
03/28/2013,351897,54.00,75.38,57.21
03/27/2013,22683,58.00,62.81,59.55
03/26/2013,63654,58.50,65.48,63.55
03/25/2013,697815,55.50,65.24,58.25
03/22/2013,844153,52.30,63.25,55.51
03/21/2013,483976,54.00,65.48,57.24
03/20/2013,361980,56.75,67.25,58.58
03/19/2013,790611,56.00,67.17,60.48
03/18/2013,500989,56.00,70.02,60.72
03/15/2013,424886,58.00,70.05,62.89
03/14/2013,299267,57.57,74.05,61.23
03/13/2013,190378,63.48,73.81,65.91
03/12/2013,184272,63.00,81.72,64.04
03/11/2013,464390,63.75,76.08,66.29
03/08/2013,439523,64.50,81.00,66.44
03/07/2013,162290,66.00,72.00,69.92
03/06/2013,349972,67.00,75.38,69.20
03/05/2013,415092,67.00,82.12,68.69
03/04/2013,344351,67.50,80.10,69.84
03/01/2013,314932,66.75,84.00,69.46
02/28/2013,153649,68.50,83.00,70.79
02/27/2013,249365,69.00,81.00,71.38
02/26/2013,140427,71.00,82.25,71.98
02/25/2013,406114,70.00,92.60,72.66
02/22/2013,346860,74.00,84.25,75.08
02/21/2013,150431,73.40,80.00,76.62
02/20/2013,64034,74.81,86.90,76.98
02/19/2013,969745,66.97,84.00,74.55
02/18/2013,0,0,0,0
02/15/2013,136297,74.00,82.25,75.91
02/14/2013,153097,73.95,81.00,75.35
02/13/2013,151778,74.00,85.00,77.39
02/12/2013,111743,76.00,85.00,77.04
02/11/2013,490402,76.00,91.62,77.92
02/08/2013,218099,76.00,84.25,77.76
02/07/2013,95361,74.81,87.00,76.97
02/06/2013,251288,76.00,84.50,78.37
02/05/2013,111904,78.00,86.25,78.80
02/04/2013,556184,77.15,90.00,78.91
02/01/2013,28525,74.50,86.25,79.92
01/31/2013,167195,75.00,81.91,77.44
01/30/2013,226542,73.81,82.00,78.08
01/29/2013,227411,73.87,83.25,78.01
01/28/2013,147816,72.23,83.25,76.77
01/25/2013,99169,73.48,86.00,76.62
01/24/2013,67620,73.00,78.50,74.46
01/23/2013,305766,72.00,79.00,73.84
01/22/2013,59411,72.00,80.25,73.37
01/18/2013,149560,70.50,78.25,72.91
01/17/2013,296193,70.00,74.00,71.00
01/16/2013,90589,70.00,78.00,71.19
01/15/2013,165642,72.00,78.25,72.71
01/14/2013,189466,68.02,75.40,71.50
01/11/2013,235707,68.02,83.57,71.91
01/10/2013,140755,70.00,75.00,71.42
01/09/2013,167924,69.00,75.42,70.82
01/08/2013,202314,67.59,78.25,70.79
01/07/2013,1526812,65.83,75.70,69.32


code: USDA_LM_PK602_BRISKET_BONES_FULL_CUT_30_FZN
name: Pork Variety Cuts - Brisket Bones, Full Cut, 30#, FZN
description: "Daily total pounds, low price, high price and weighted average price 
  from the USDA LM_PK602 report published by the USDA Agricultural Marketing Service 
  (AMS). This dataset covers Variety Cuts - Brisket Bones, Full Cut, 30#, FZN.
  Historical figures from USDA can be verified using the LMR datamart located 
  at http://mpr.datamart.ams.usda.gov.
  All pricing is on a per CWT (100 lbs) basis."
reference_url: http://www.ams.usda.gov/mnreports/lm_pk602.txt
frequency: daily
private: false
---
Date,LBS,$ Low,$ High,$ WgtAvg
05/22/2014,19005,87.00,142.50,106.08
05/21/2014,5484,127.61,136.00,132.86
05/20/2014,119299,80.50,145.00,116.15
05/19/2014,60812,127.61,143.00,137.39
05/16/2014,85854,91.87,133.33,130.95
05/15/2014,105963,116.00,155.05,133.11
05/14/2014,208242,131.33,143.00,133.50
05/13/2014,130087,80.50,149.30,119.10
05/12/2014,2614,32.00,130.46,81.23
05/09/2014,10848,119.21,142.50,121.46
05/08/2014,55291,127.73,145.50,135.65
05/07/2014,68225,87.00,145.00,135.20
05/06/2014,127158,134.00,147.00,136.05
05/05/2014,307169,91.87,144.00,139.19
05/02/2014,45943,134.55,142.50,134.88
05/01/2014,12230,32.00,129.51,121.00
04/30/2014,105013,77.50,142.27,118.22
04/29/2014,49094,127.74,151.00,135.59
04/28/2014,3749,91.89,130.43,102.48
04/25/2014,251676,91.87,136.88,134.24
04/24/2014,0,0,0,0
04/23/2014,8970,142.27,181.00,160.17
04/22/2014,54108,87.00,147.00,121.79
04/21/2014,41958,92.30,130.00,129.06
04/18/2014,0,0,0,0
04/17/2014,3960,91.87,128.00,108.84
04/16/2014,52947,91.87,151.00,111.90
04/15/2014,17919,87.00,149.93,101.99
04/14/2014,0,0,0,0
04/11/2014,43350,91.88,138.50,134.99
04/10/2014,27623,87.00,113.00,106.08
04/09/2014,0,0,0,0
04/08/2014,9786,91.49,147.00,116.73
04/07/2014,44994,42.00,165.39,146.07
04/04/2014,52085,91.47,150.00,126.40
04/03/2014,27195,80.00,147.00,139.02
04/02/2014,46324,91.39,181.00,148.52
04/01/2014,110700,87.00,137.00,127.94
03/31/2014,149164,91.37,160.41,136.92
03/28/2014,9720,32.00,87.00,81.91
03/27/2014,17490,80.00,138.00,91.37
03/26/2014,16710,42.00,140.00,95.96
03/25/2014,192928,128.88,147.00,137.46
03/24/2014,115975,129.88,140.55,134.62
03/21/2014,43148,120.82,138.72,137.93
03/20/2014,95806,87.00,159.00,128.75
03/19/2014,112786,90.90,151.00,131.24
03/18/2014,32730,122.06,130.00,127.29
03/17/2014,2028,32.00,128.52,84.06
03/14/2014,27300,80.00,102.00,81.77
03/13/2014,22036,125.00,137.00,125.52
03/12/2014,102996,100.00,130.00,118.63
03/11/2014,109815,32.00,135.00,117.55
03/10/2014,17781,32.00,135.00,121.57
03/07/2014,82655,87.00,125.00,119.80
03/06/2014,0,0,0,0
03/05/2014,172180,88.97,121.00,114.53
03/04/2014,32016,85.50,123.93,92.81
03/03/2014,52715,32.00,114.64,107.18
02/28/2014,8069,89.40,114.42,107.57
02/27/2014,104000,100.00,112.00,103.72
02/26/2014,30992,87.00,122.00,104.80
02/25/2014,3846,88.99,118.93,108.44
02/24/2014,0,0,0,0
02/21/2014,100627,87.38,111.00,92.45
02/20/2014,55422,32.00,108.50,89.95
02/19/2014,46453,93.28,116.00,103.54
02/18/2014,50881,88.97,119.97,102.21
02/17/2014,6410,95.74,98.00,97.75
02/14/2014,12844,88.97,106.00,100.65
02/13/2014,30600,81.00,109.00,89.41
02/12/2014,16089,87.00,103.00,99.42
02/11/2014,60875,94.67,103.38,101.43
